sale_id,product_id,customer_id,timestamp,quantity,price,revenue
228,41,209,2021-10-14,2,11883,23766
229,62,272,2023-01-13,1,31178,31178
230,60,143,2023-11-13,4,27582,110328
231,14,99,2021-10-23,1,32075,32075
232,89,377,2021-01-06,1,39714,39714
233,84,308,2022-07-04,3,44913,134739
234,2,69,2022-11-12,4,26623,106492
235,70,247,2023-03-06,4,7040,28160
236,17,261,2021-07-22,4,11206,44824
237,89,276,2021-11-21,1,39714,39714
238,28,79,2023-04-05,4,27160,108640
239,66,146,2021-09-01,4,13525,54100
240,35,111,2021-11-23,2,7991,15982
241,5,258,2023-09-14,3,22227,66681
242,65,93,2023-12-07,4,26529,106116
243,40,13,2023-01-31,4,21453,85812
244,76,260,2023-11-03,3,10896,32688
245,56,426,2023-06-26,3,8313,24939
246,36,109,2021-12-31,1,47795,47795
247,45,330,2021-03-14,1,38067,38067
248,23,189,2023-12-06,1,13781,13781
249,47,95,2021-10-01,3,21695,65085
250,31,105,2021-07-27,2,14007,28014
251,11,8,2021-05-04,4,7509,30036
252,10,67,2023-10-31,3,32466,97398
253,67,496,2022-06-27,2,36624,73248
254,14,191,2021-03-01,3,32075,96225
255,80,366,2023-06-18,2,13761,27522
256,74,256,2023-06-05,3,42346,127038
257,93,9,2023-02-21,3,34950,104850
258,10,478,2022-03-18,2,32466,64932
259,76,117,2023-06-30,2,10896,21792
260,94,267,2023-10-23,2,32696,65392
261,1,99,2023-04-12,2,27088,54176
262,5,485,2023-10-05,2,22227,44454
263,20,298,2022-09-18,2,29757,59514
264,8,397,2023-09-25,2,1636,3272
265,43,164,2023-01-04,2,2853,5706
266,76,376,2021-04-01,3,10896,32688
267,1,141,2021-06-16,2,27088,54176
268,57,268,2023-08-17,2,32098,64196
269,64,37,2021-07-26,3,12245,36735
270,84,74,2023-12-25,3,44913,134739
271,28,73,2022-05-31,1,27160,27160
272,37,308,2023-01-17,1,15359,15359
273,47,199,2021-11-02,2,21695,43390
274,76,130,2022-01-30,2,10896,21792
275,37,246,2021-07-06,1,15359,15359
276,49,312,2022-09-15,1,25838,25838
277,44,60,2022-12-31,4,24321,97284
278,56,279,2021-08-28,4,8313,33252
279,28,103,2022-06-17,2,27160,54320
280,79,296,2021-05-21,4,47266,189064
281,6,320,2021-05-19,1,30720,30720
282,61,487,2022-04-04,2,29741,59482
283,20,341,2021-03-11,3,29757,89271
284,78,151,2022-01-20,3,23911,71733
285,2,157,2022-09-22,1,26623,26623
286,73,206,2021-07-17,4,3842,15368
287,37,474,2021-07-24,3,15359,46077
288,20,179,2022-07-22,4,29757,119028
289,26,197,2023-09-09,3,35650,106950
290,29,223,2023-03-16,4,5584,22336
291,1,89,2023-05-09,3,27088,81264
292,35,287,2023-06-01,3,7991,23973
293,70,434,2023-09-01,2,7040,14080
294,59,276,2022-10-02,2,28070,56140
295,69,236,2021-11-21,1,24150,24150
296,33,183,2022-03-18,3,18771,56313
297,51,209,2023-03-15,4,21927,87708
298,78,493,2021-10-15,3,23911,71733
299,12,130,2021-08-14,4,13487,53948
300,20,153,2023-12-24,4,29757,119028
301,53,13,2023-08-25,3,27583,82749
302,88,122,2023-07-27,4,34256,137024
303,43,359,2022-07-14,1,2853,2853
304,98,220,2022-12-15,2,45423,90846
305,89,106,2022-05-13,4,39714,158856
306,50,375,2023-04-29,3,22230,66690
307,29,70,2023-07-15,2,5584,11168
308,57,195,2021-03-01,1,32098,32098
309,39,186,2021-09-14,4,9577,38308
310,95,99,2022-07-31,4,6126,24504
311,56,82,2021-08-27,2,8313,16626
312,43,75,2021-02-07,4,2853,11412
313,50,374,2021-01-25,3,22230,66690
314,23,340,2022-02-14,2,13781,27562
315,44,192,2022-04-06,2,24321,48642
316,38,325,2023-09-15,4,8573,34292
317,84,467,2021-12-23,1,44913,44913
318,23,214,2022-01-18,1,13781,13781
319,45,315,2022-07-23,1,38067,38067
320,52,444,2023-12-08,1,35696,35696
321,80,467,2022-03-09,2,13761,27522
322,50,382,2021-02-25,2,22230,44460
323,8,367,2022-07-31,4,1636,6544
324,85,318,2021-09-25,1,48351,48351
325,1,144,2021-03-10,1,27088,27088
326,8,384,2023-06-21,4,1636,6544
327,29,216,2023-03-04,4,5584,22336
328,96,361,2021-09-14,4,7924,31696
329,5,324,2022-11-03,3,22227,66681
330,86,15,2022-05-05,4,28587,114348
331,47,217,2023-01-16,4,21695,86780
332,34,492,2021-02-18,3,46039,138117
333,65,439,2021-11-12,1,26529,26529
334,55,35,2022-02-17,2,44564,89128
335,90,183,2022-03-10,1,16835,16835
336,43,270,2023-10-23,2,2853,5706
337,74,433,2022-02-24,2,42346,84692
338,30,467,2023-04-24,4,17161,68644
339,82,358,2023-07-05,4,12222,48888
340,17,100,2022-03-10,3,11206,33618
341,26,7,2022-10-05,1,35650,35650
342,8,30,2021-02-26,1,1636,1636
343,47,467,2023-08-22,2,21695,43390
344,76,305,2023-09-04,4,10896,43584
345,91,473,2021-02-15,4,29102,116408
346,72,144,2022-02-21,1,16922,16922
347,89,111,2023-04-28,3,39714,119142
348,46,232,2021-05-19,4,25360,101440
349,68,179,2021-09-04,3,14788,44364
350,33,72,2021-08-18,1,18771,18771
351,1,210,2023-03-03,1,27088,27088
352,19,220,2022-09-29,3,44986,134958
353,31,80,2022-01-09,4,14007,56028
354,80,500,2023-01-08,1,13761,13761
355,14,83,2023-12-25,2,32075,64150
356,53,42,2021-03-29,1,27583,27583
357,48,273,2022-12-14,4,12439,49756
358,69,191,2022-08-24,2,24150,48300
359,90,173,2022-06-23,1,16835,16835
360,62,461,2021-08-02,4,31178,124712
361,92,7,2021-03-15,4,49401,197604
362,66,155,2021-03-02,1,13525,13525
363,64,10,2022-11-29,4,12245,48980
364,70,34,2021-01-12,3,7040,21120
365,63,36,2023-03-25,2,45069,90138
366,73,409,2021-02-01,3,3842,11526
367,33,6,2023-09-28,1,18771,18771
368,41,408,2021-08-25,3,11883,35649
369,89,402,2022-07-12,1,39714,39714
370,48,215,2022-10-09,1,12439,12439
371,13,134,2023-09-14,4,37811,151244
372,73,285,2023-03-31,4,3842,15368
373,77,126,2022-04-18,1,17982,17982
374,31,409,2021-04-22,2,14007,28014
375,75,439,2022-01-18,2,36112,72224
376,68,337,2021-01-17,2,14788,29576
377,98,174,2022-05-08,3,45423,136269
378,4,152,2023-07-15,1,10677,10677
379,19,331,2021-04-27,4,44986,179944
380,70,26,2023-05-30,3,7040,21120
381,98,383,2021-04-25,3,45423,136269
382,82,115,2023-03-25,4,12222,48888
383,13,382,2022-10-06,1,37811,37811
384,23,482,2021-12-02,3,13781,41343
385,83,284,2023-07-11,1,22542,22542
386,75,387,2021-05-27,1,36112,36112
387,1,75,2021-05-02,1,27088,27088
388,88,166,2021-03-22,4,34256,137024
389,54,189,2022-11-16,1,22010,22010
390,71,78,2022-10-24,3,32732,98196
391,89,435,2022-01-10,4,39714,158856
392,85,90,2021-03-04,4,48351,193404
393,15,176,2022-05-19,3,1507,4521
394,65,21,2022-10-30,4,26529,106116
395,76,54,2022-03-25,3,10896,32688
396,71,184,2023-05-18,2,32732,65464
397,15,359,2022-11-11,3,1507,4521
398,21,222,2022-04-06,4,22236,88944
399,19,315,2022-04-04,3,44986,134958
400,60,328,2022-04-09,2,27582,55164
401,93,179,2023-07-01,1,34950,34950
402,89,276,2022-01-14,1,39714,39714
403,33,112,2023-10-23,1,18771,18771
404,49,224,2021-12-30,4,25838,103352
405,96,214,2021-03-13,2,7924,15848
406,35,59,2022-09-30,3,7991,23973
407,44,327,2021-12-03,3,24321,72963
408,90,393,2021-07-14,3,16835,50505
409,11,109,2023-10-09,3,7509,22527
410,99,385,2022-10-15,4,20482,81928
411,72,157,2021-01-07,4,16922,67688
412,78,191,2023-06-24,2,23911,47822
413,74,200,2023-09-06,3,42346,127038
414,66,312,2022-07-20,1,13525,13525
415,46,196,2022-09-08,4,25360,101440
416,9,35,2022-07-27,2,35332,70664
417,3,379,2022-08-22,2,33562,67124
418,85,387,2023-02-09,4,48351,193404
419,26,246,2021-08-30,1,35650,35650
420,72,237,2023-02-05,1,16922,16922
421,48,104,2022-01-19,3,12439,37317
422,66,7,2022-01-26,4,13525,54100
423,70,283,2023-06-15,1,7040,7040
424,28,1,2022-11-19,4,27160,108640
425,93,219,2021-02-16,2,34950,69900
426,26,464,2022-09-11,2,35650,71300
427,25,230,2022-04-09,2,33839,67678
428,12,455,2021-05-03,4,13487,53948
429,5,172,2021-05-14,3,22227,66681
430,98,87,2023-04-21,3,45423,136269
431,48,41,2023-04-29,1,12439,12439
432,37,123,2022-08-30,4,15359,61436
433,79,331,2021-01-23,3,47266,141798
434,44,298,2022-07-20,4,24321,97284
435,100,373,2023-02-05,3,11925,35775
436,15,417,2023-08-23,2,1507,3014
437,43,178,2021-08-23,2,2853,5706
438,48,63,2023-09-23,1,12439,12439
439,87,484,2023-12-19,2,32847,65694
440,70,165,2023-04-06,3,7040,21120
441,46,489,2021-08-04,1,25360,25360
442,43,187,2022-10-19,1,2853,2853
443,21,383,2023-07-24,2,22236,44472
444,23,209,2021-11-07,4,13781,55124
445,80,227,2022-07-11,2,13761,27522
446,47,432,2023-08-30,2,21695,43390
447,15,389,2021-09-14,1,1507,1507
448,25,48,2022-06-17,2,33839,67678
449,36,224,2021-02-21,3,47795,143385
450,75,3,2023-12-27,1,36112,36112
451,51,372,2021-10-27,2,21927,43854
452,15,175,2022-11-03,4,1507,6028
453,68,446,2023-02-17,3,14788,44364
454,21,99,2023-04-12,4,22236,88944
455,13,116,2021-08-20,3,37811,113433
456,86,270,2023-09-02,4,28587,114348
457,19,447,2023-12-28,2,44986,89972
458,34,368,2021-01-28,3,46039,138117
459,78,253,2023-12-11,1,23911,23911
460,68,317,2022-08-14,1,14788,14788
461,52,415,2023-02-24,4,35696,142784
462,27,95,2022-09-12,4,26321,105284
463,29,273,2022-08-09,4,5584,22336
464,28,380,2023-09-29,3,27160,81480
465,35,24,2021-07-03,1,7991,7991
466,8,116,2023-11-13,2,1636,3272
467,16,151,2021-05-09,3,5945,17835
468,36,338,2021-10-18,4,47795,191180
469,30,50,2022-05-16,1,17161,17161
470,18,206,2021-07-05,4,48017,192068
471,2,498,2022-04-24,2,26623,53246
472,49,335,2022-05-07,2,25838,51676
473,77,79,2022-05-28,1,17982,17982
474,4,70,2023-12-27,3,10677,32031
475,90,27,2022-04-12,2,16835,33670
476,89,271,2021-10-12,2,39714,79428
477,94,50,2022-08-24,2,32696,65392
478,75,292,2021-07-08,2,36112,72224
479,7,247,2023-09-16,4,10382,41528
480,95,264,2023-06-09,4,6126,24504
481,74,79,2022-01-23,3,42346,127038
482,39,387,2021-08-29,1,9577,9577
483,13,190,2022-02-21,1,37811,37811
484,31,47,2021-06-25,1,14007,14007
485,71,461,2022-01-22,2,32732,65464
486,63,361,2023-05-03,4,45069,180276
487,56,354,2022-10-25,4,8313,33252
488,42,472,2022-03-28,3,49646,148938
489,61,488,2021-10-04,1,29741,29741
490,42,352,2021-08-01,4,49646,198584
491,56,189,2021-02-10,3,8313,24939
492,36,416,2021-10-21,1,47795,47795
493,84,256,2022-08-23,2,44913,89826
494,68,222,2022-06-25,4,14788,59152
495,7,372,2022-03-27,4,10382,41528
496,54,241,2023-12-21,1,22010,22010
497,1,269,2023-03-01,2,27088,54176
498,44,1,2021-11-30,2,24321,48642
499,45,34,2023-06-10,4,38067,152268
500,47,446,2021-02-13,1,21695,21695
501,13,79,2021-05-24,3,37811,113433
502,22,236,2021-11-29,4,42707,170828
503,21,334,2023-09-25,2,22236,44472
504,86,377,2021-02-24,3,28587,85761
505,92,349,2023-05-20,1,49401,49401
506,9,98,2023-03-08,2,35332,70664
507,26,82,2021-11-21,3,35650,106950
508,9,455,2021-03-21,4,35332,141328
509,15,477,2023-11-21,2,1507,3014
510,10,415,2023-09-12,1,32466,32466
511,88,192,2022-07-12,2,34256,68512
512,42,253,2023-05-15,4,49646,198584
513,72,409,2022-12-18,1,16922,16922
514,24,38,2022-04-17,4,1935,7740
515,80,14,2021-03-15,3,13761,41283
516,49,392,2022-08-12,2,25838,51676
517,26,347,2022-07-18,4,35650,142600
518,91,310,2022-04-12,3,29102,87306
519,37,386,2022-08-22,1,15359,15359
520,68,209,2023-09-19,1,14788,14788
521,50,357,2023-01-07,3,22230,66690
522,24,462,2023-09-21,3,1935,5805
523,19,89,2021-09-05,1,44986,44986
524,100,56,2021-03-08,4,11925,47700
525,60,94,2022-07-27,3,27582,82746
526,39,93,2022-12-04,4,9577,38308
527,74,340,2022-04-15,1,42346,42346
528,89,85,2022-05-08,4,39714,158856
529,18,445,2022-10-25,4,48017,192068
530,19,245,2021-10-13,3,44986,134958
531,36,22,2021-11-08,4,47795,191180
532,74,291,2021-11-05,4,42346,169384
533,97,485,2023-02-14,4,13357,53428
534,55,272,2023-08-23,1,44564,44564
535,69,306,2022-04-01,1,24150,24150
536,47,122,2021-05-12,2,21695,43390
537,49,128,2023-07-19,1,25838,25838
538,99,113,2023-08-23,1,20482,20482
539,98,427,2023-07-18,2,45423,90846
540,33,273,2021-05-01,2,18771,37542
541,21,336,2022-09-26,3,22236,66708
542,81,442,2023-06-16,3,3593,10779
543,22,130,2023-02-11,1,42707,42707
544,48,132,2023-11-29,4,12439,49756
545,37,85,2022-07-20,3,15359,46077
546,15,423,2022-05-27,3,1507,4521
547,35,482,2021-10-16,1,7991,7991
548,92,350,2021-07-19,4,49401,197604
549,71,390,2022-06-12,2,32732,65464
550,32,81,2023-07-06,2,7559,15118
551,11,487,2023-12-22,1,7509,7509
552,10,473,2023-03-10,1,32466,32466
553,73,325,2023-12-02,4,3842,15368
554,78,69,2021-01-12,1,23911,23911
555,77,148,2023-04-13,1,17982,17982
556,57,448,2023-04-21,1,32098,32098
557,25,16,2022-10-05,4,33839,135356
558,2,307,2021-04-16,1,26623,26623
559,64,105,2022-11-22,3,12245,36735
560,35,165,2022-06-12,4,7991,31964
561,7,488,2023-04-26,3,10382,31146
562,85,201,2023-06-12,4,48351,193404
563,18,197,2022-01-22,3,48017,144051
564,67,426,2022-04-26,4,36624,146496
565,42,185,2022-02-12,2,49646,99292
566,39,322,2023-06-17,1,9577,9577
567,41,265,2022-12-12,1,11883,11883
568,75,363,2022-10-01,4,36112,144448
569,24,100,2023-11-11,3,1935,5805
570,60,342,2023-03-26,2,27582,55164
571,46,320,2023-07-07,3,25360,76080
572,19,214,2021-07-22,1,44986,44986
573,68,278,2022-02-21,1,14788,14788
574,90,162,2022-02-20,3,16835,50505
575,42,439,2021-03-26,4,49646,198584
576,32,157,2021-06-16,4,7559,30236
577,39,422,2022-01-19,3,9577,28731
578,36,251,2022-04-13,1,47795,47795
579,97,366,2023-03-21,3,13357,40071
580,36,97,2023-09-24,1,47795,47795
581,3,18,2022-04-18,3,33562,100686
582,73,327,2023-09-20,4,3842,15368
583,8,449,2021-10-02,2,1636,3272
584,97,383,2023-11-10,1,13357,13357
585,70,97,2022-05-05,2,7040,14080
586,41,1,2021-11-22,4,11883,47532
587,68,216,2022-06-13,3,14788,44364
588,13,132,2023-06-11,4,37811,151244
589,49,260,2021-03-30,2,25838,51676
590,60,125,2022-05-01,4,27582,110328
591,2,82,2022-12-09,4,26623,106492
592,60,283,2021-12-16,3,27582,82746
593,5,171,2022-01-22,2,22227,44454
594,44,59,2021-03-28,2,24321,48642
595,27,32,2021-11-03,2,26321,52642
596,32,161,2022-03-16,1,7559,7559
597,21,284,2023-01-10,4,22236,88944
598,8,106,2021-09-21,2,1636,3272
599,72,105,2023-09-04,4,16922,67688
600,50,439,2023-01-05,3,22230,66690
601,67,228,2022-02-25,3,36624,109872
602,44,188,2022-05-08,1,24321,24321
603,58,70,2022-09-25,1,47682,47682
604,3,318,2023-09-20,3,33562,100686
605,86,464,2022-02-15,2,28587,57174
606,70,290,2021-06-22,3,7040,21120
607,2,87,2021-01-04,4,26623,106492
608,87,370,2023-05-04,1,32847,32847
609,44,362,2023-09-13,1,24321,24321
610,2,472,2023-11-27,3,26623,79869
611,81,56,2022-08-06,2,3593,7186
612,35,113,2023-11-21,2,7991,15982
613,98,13,2022-01-16,4,45423,181692
614,87,440,2023-11-01,1,32847,32847
615,30,18,2021-12-10,3,17161,51483
616,8,182,2021-06-15,3,1636,4908
617,22,461,2022-12-01,1,42707,42707
618,44,113,2021-12-08,3,24321,72963
619,58,229,2023-11-09,1,47682,47682
620,36,171,2023-09-07,2,47795,95590
621,69,295,2022-06-29,2,24150,48300
622,77,189,2023-10-31,3,17982,53946
623,93,426,2021-07-11,2,34950,69900
624,31,465,2021-11-16,2,14007,28014
625,47,79,2022-08-03,4,21695,86780
626,55,146,2022-04-20,1,44564,44564
627,80,407,2022-09-29,1,13761,13761
628,62,182,2022-03-03,3,31178,93534
629,30,499,2023-12-19,1,17161,17161
630,55,286,2021-04-07,4,44564,178256
631,16,250,2022-05-11,3,5945,17835
632,12,354,2022-10-23,3,13487,40461
633,17,314,2021-01-09,1,11206,11206
634,16,196,2022-04-02,2,5945,11890
635,12,323,2021-09-30,2,13487,26974
636,8,71,2023-07-29,2,1636,3272
637,84,248,2023-10-29,2,44913,89826
638,3,146,2021-07-27,4,33562,134248
639,16,106,2023-11-23,3,5945,17835
640,30,263,2021-07-23,2,17161,34322
641,23,296,2022-06-02,4,13781,55124
642,92,70,2022-06-01,3,49401,148203
643,5,470,2022-03-19,1,22227,22227
644,84,193,2022-11-20,1,44913,44913
645,65,68,2023-04-30,4,26529,106116
646,30,494,2023-04-13,3,17161,51483
647,21,305,2021-12-05,2,22236,44472
648,84,52,2022-01-22,3,44913,134739
649,70,370,2023-11-15,2,7040,14080
650,22,363,2022-05-21,4,42707,170828
651,82,285,2022-11-11,2,12222,24444
652,72,405,2022-11-21,4,16922,67688
653,32,474,2023-06-04,3,7559,22677
654,33,334,2022-09-15,3,18771,56313
655,16,9,2023-06-12,2,5945,11890
656,76,251,2023-08-11,3,10896,32688
657,38,431,2023-02-23,2,8573,17146
658,98,332,2022-05-10,3,45423,136269
659,14,298,2023-11-28,1,32075,32075
660,36,435,2023-01-17,2,47795,95590
661,97,184,2022-03-13,4,13357,53428
662,23,179,2021-12-11,1,13781,13781
663,66,198,2022-07-04,4,13525,54100
